"_id","authentication","birthday","brief_introduction","city","crawl_time","fans_num","follows_num","gender","labels","nick_name","province","sentiment","sex_orientation","tweets_num","vip_level"
"2400733593",,"狮子座",,,"1610335937","4366","67","男",,"从小就很无聊","陕西",,,"18","：5级"
"5376221080",,"1995-03-02","芥末",,"1610335937","253","46","男","旅游","海鱼泥","黑龙江",,,"690","：1级"
"5846444907",,"1986-12-05","默默无名",,"1610335938","3","190","男",,"防寒一点","江苏",,,"595","：未开通"
"7401748252",,,,,"1610335940","2","53","男",,"肾爷2489543","其他",,,"5","：未开通"
"3930659839",,"1907-07-07","美女你吃什么",,"1610335945","353","340","女","搞笑幽默","早餐早餐营养早餐","其他",,,"11729","：未开通"
"3768883194",,"2013-04-03","我不懒，我什么也不想留下",,"1610335946","87","78","男","车世界,美图摄影,八卦杂谈","我有一条可爱的狗","广东",,,"1","：未开通"
"6960395651",,"1999-05-09",,,"1610335946","73","86","男",,"千雪千寻8153","海外",,,"140","：未开通"
"5638084647",,,"做只快乐的小猫咪","龙岩","1610335946","93","77","女","八卦杂谈,校园生活,名人明星","银河-私有物","福建",,,"17","：未开通"
"1506735842",,"天秤座","一个要认真减肥的胖纸(´O｀)",,"1610335951","156","246","女","淡定,热爱生活,星座命理","皇筱沉儿","其他",,,"1530","：4级"
"2709156635",,"1991-07-03","no pain no gain！","郑州","1610335953","613","257","男","美女,单身,宅","han-77777777","河南",,,"817","：1级"
"3208429245","EXO超话粉丝大咖","1998-12-18","当初并非因你盛世而来，今后不会因诋毁而离开","肇庆","1610335953","546","1152","女","exok,exom,exo","xlkslbccdtks-慧","广东",,,"10634","：1级"
"5883868698",,"水瓶座","我太喜欢奶茶了，上辈子一定是一颗珍珠吧！",,"1610335954","113","299","女",,"问题少女天蓝色","内蒙古",,,"658","：6级"
"6457087720","王一博超话粉丝大咖","天秤座","是敌是友一个快转有没有，再快转我转你大爷转你全家！",,"1610335958","389","396","女",,"桃花十里簪眉边","河南",,,"2258","：4级"
"6047893117",,"射手座","和名废话博主",,"1610335958","155","150","女",,"BMC--HH","其他",,,"2499","：1级"
"2198609843",,"1900-01-01","不想说",,"1610335959","141","276","女","健康,娱乐,美食","XXXX阿衡","其他","：单身",,"512","：未开通"
"5058768778",,"1994-02-19","对未来真正的慷慨，就是把一切献给现在。","无锡","1610335959","123","157","男",,"铲屎柚子君","江苏",,,"185","：1级"
"5636388289",,"1998-09-20","渣男，海王。非富婆勿扰。",,"1610335965","160","238","男",,"行走江湖只有花名","其他",,,"402","：4级"
"5727900283",,"2000-09-09","成大事者，能忍常人所不能忍～","其他","1610335966","797","363","男","车世界,搞笑幽默,新闻热点","SESCC","澳门",,,"252","：未开通"
"5681227272",,,,"黄冈","1610335965","29","94","女",,"庸人自扰_001","湖北",,,"222","：未开通"
"5949752203",,,,,"1610335966","125","275","女",,"水中打着伞","北京",,,"4763","：未开通"
"2676844353","王一博超话粉丝大咖 娱乐博主 娱乐明星视频博主","1990-08-08","王一博平安喜乐",,"1610335970","27827","618","女","王一博","日常养崽小狮子","河北",,,"11237","：5级"
"2243097675",,"射手座","迷途漫漫 终有一归","武汉","1610335971","166","265","女",,"是我在吐泡泡","湖北",,,"3232","：1级"
"5505623801",,,"满船清梦压星河",,"1610335971","10987","2549","女",,"康康以空空","其他",,,"7143","：4级"
"5745672879",,"巨蟹座","rest",,"1610335972","1245","552","女",,"拳三夫农","其他",,,"3853","：6级"
"1892834835",,"0001-00-00",,"和平区","1610335976","49","260","男",,"EnterpriseSenior","天津",,,"750","：未开通"
"2699713582",,"1979-03-03","大爺的，誰上我的微博",,"1610335977","112","31","男","电影,美食,音乐","缕小路清隆","海外",,,"1","：未开通"
"3409323530",,"0001-00-00",,,"1610335977","84","641","女","健康,旅游,投资理财","乳韵99","福建",,,"116","：未开通"
"6486288989",,"1999-12-23","再犯拖延症就扇自己","潍坊","1610335977","24","51","女",,"神明偏爱世俗","山东",,,"8","：未开通"
"2154296245",,"0001-00-00","与喝酒的人谈情！",,"1610335981","316","1121","男",,"只此一刻","海外",,,"656","：未开通"
"3203132710",,"1994-10-01",,"广州","1610335983","26","251","女","旅游,美食","最初的依恋day","广东",,,"319","：未开通"
"6189756686",,"2017-04-08","三观超正走天涯...最爱👮‍♀️🇨🇳🇭🇰",,"1610335982","503","1101","女",,"ChristinaC520","海外","：单身",,"276","：5级"
"3027372491",,"1990-10-07","时间很重要 爱的深爱的早 都不如爱的刚刚好","荆州","1610335987","39","134","女","健康,时尚,星座命理","-后知后觉--","湖北",,,"82","：未开通"
"6158211276",,"1984-08-06","做人要对的起良知……","深圳","1610335991","231","391","男",,"亚瑟葛油菜籽","广东",,,"237","：未开通"
"5274003842",,"2014-08-31","认识你自己","长春","1610335992","74","231","男","读书分享,长春生活","小虎豹抱抱","吉林",,,"106","：未开通"
"5457759184",,,,,"1610335992","87","118","男",,"三分之二的高富帅_858","其他",,,"56","：未开通"
"6467838123",,,,,"1610335993","6","70","女",,"大白兔奶头6169","其他",,,"5","：未开通"
"2165973541",,"01-01",,"济宁","1610335998","148","184","男","IT数码,军事","尘封Kar","山东",,,"898","：未开通"
"2118011232",,"01-01",,"扬州","1610335997","38","74","男","体育","81一俗人","江苏",,,"75","：未开通"
"3438203304",,,,"武汉","1610335999","361","456","男","投资理财","开心闪电叔","湖北",,,"166","：未开通"
"3220724964",,,,"浦东新区","1610336000","73","183","男","美女,IT数码,投资理财","杰洋08","上海",,,"55","：未开通"
"1407249930",,"0001-00-00",,"徐州","1610336004","31","316","男",,"多学多看cj","江苏",,,"550","：未开通"
"1787155520",,,,,"1610336004","181","675","男","搞笑幽默","代乌","其他",,,"922","：未开通"
"2296610761",,"1978-08-22","互联网行业从业者、威士忌爱好者","哈尔滨","1610336005","335","377","男","哈尔滨生活","曲线街","黑龙江",,,"92","：未开通"
"2950476644",,"0001-00-00",,,"1610336006","95","222","男","星座命理,旅游,搞笑幽默","東方戰神3621","湖北",,,"326","：未开通"
"3329850414",,,"生气猫🐱",,"1610336010","499","154","女","水果控,宅女一枚,简单","鬼魅猫猫_227","其他",,,"1414","：未开通"
"2672120637",,,"时尚搭配美衣搭配博主",,"1610336011","175","725","女",,"wuli玥哥-","其他",,,"136","：未开通"
"5510070142",,"1968-08-04","自信不刚愎自负",,"1610336011","446","551","男",,"天琪5510070142","内蒙古",,,"5687","：1级"
"5673232597",,"2000-05-30","🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹","襄阳","1610336011","126","103","男",,"hyomin520","湖北",,,"5","：1级"
"1728750945",,"巨蟹座","佛说，生命中的许多东西是可遇不可求，刻意强求的得不到，而不曾被期待的往往会不期而至。一切随缘，顺其自然，不以物喜，不以己悲。","浦东新区","1610336017","414","27","女",,"fenye_niu","上海",,,"75","：未开通"
"2794784332",,"1988-07-24",,"长沙","1610336017","254","489","男",,"向全_Gooner","湖南",,,"2195","：未开通"
"1194964642",,,"虚无宅，没车没房，无姿色有品德，有班不加班，花钱不败家，米虫没差，精英不做，总之，就是怎么扒拉都找不到我~OP：Stefanie sun",,"1610336017","32","67","女","自由,宅,听歌","太初布加_980","其他",,,"97","：未开通"
"7342381892",,,,,"1610336019","12","92","男",,"高高的城墙47712","其他",,,"20","：未开通"
"1784056070",,"1985-09-18",,"鄂尔多斯","1610336023","426","400","男",,"二牛喝二两","内蒙古",,,"825","：未开通"
"5846219167",,"1967-01-01",,,"1610336023","77","243","男",,"葡萄酒2018","吉林",,,"4200","：未开通"
"5482979290",,,"处江湖之渺，看山外浮云；笑谈星月，坐待风来。不惊、不喜……",,"1610336023","536","930","男",,"抱剑行天下","海外",,,"6633","：2级"
"7259723007",,,"做一个俗人，谈笑风生不动情",,"1610336024","10","117","女",,"发呆的土拨鼠","其他",,,"25","：未开通"
"2784263215",,"巨蟹座","B站鬼畜区UP|缪水双推|貌似如果没有共同爱好就是个话废|彩推森推和梨黑(确信)|沉迷学习",,"1610336028","152","849","女","热爱生活,开朗,IT数码","E梦for竹森之光","河北",,,"480","：2级"
"3210336907",,"1997-02-23","时光如水，遇你则甜。","石家庄","1610336029","10","42","男","音乐控","super大班小朋友","河北","：恋爱中","异性恋","8","：未开通"
"3990280301",,"1963-06-06","辽宁省作家协会会员，入党积极分子。","朝阳","1610336030","3130","18","男","新闻热点","人民陪审员ay","辽宁",,,"87","：1级"
"5509179183",,,,,"1610336031","1","42","男",,"南风知我意lgc","其他",,,"1","：未开通"
"2711818550",,,"INFINITE SPACE",,"1610336035","43","430","男",,"先生程序","其他",,,"2425","：未开通"
"2778567500",,,,"宿州","1610336035","277","819","男","投资理财,游戏动漫,美女","瓶装火箭gg","安徽",,,"7158","：3级"
"3051906745",,"0001-00-00","海纳百川，随缘就好","东城区","1610336037","85","266","男","新闻趣事,体育,随缘就好","四季风悠悠来","北京",,,"132","：未开通"
"7214711482",,"1969-02-12","公·民",,"1610336037","19","179","男",,"胡大庆大庆","四川",,,"57","：1级"
"1424166660",,"0001-00-00",,"海淀区","1610336042","377","531","男","新闻资讯","京口居士","北京",,,"2297","：未开通"
"1447110661",,,"事实上，只要把你的心稍做调整，一切都很完美。","成都","1610336043","444","492","男",,"有些同志","四川",,,"428","：未开通"
"2918853963",,"0001-00-00","凡事需努力，凡事需坚持","武汉","1610336043","311","236","男","投资理财","ycwhb","湖北",,,"1220","：未开通"
"5918987431",,,"一杯敬过往，一杯敬自己",,"1610336047","313","985","女",,"anranhh101","海外",,,"2977","：6级"
"1257000310","青岛楼市学者张百忍",,"难得有缘人说法，易于无佛处听尊","青岛","1610336051","75554","108","男",,"张百忍","山东",,,"22374","：3级"
"1686642551",,"白羊座",,"九江","1610336052","122","52","男",,"一山一江一湖一城","江西",,,"164","：1级"
"1111382753",,"狮子座","😊👼🌸👑",,"1610336052","582","2987","女",,"波兰语翻译","北京",,,"1651","：未开通"
"6450411804",,,,,"1610336053","13","114","男",,"中场10号被","其他",,,"17","：未开通"
"2624374471",,,,,"1610336059","23","244","男",,"樊尧东","其他",,,"24","：未开通"
"2206530211",,"01-01","不介绍","西城区","1610336059","117","157","男","北京生活","偏执狂911","北京",,,"469","：未开通"
"2100106294",,"01-01",,"宁波","1610336059","287","938","男","音乐爱好者,80后,宁波","恋云之木","浙江",,,"135","：未开通"
"5744092184",,"1995-08-10",,"盘锦","1610336060","153","385","男","盘锦生活,搞笑幽默,视频电影","精神无枷锁","辽宁",,,"793","：未开通"
"2118076610",,"01-01","京杭大运河上的穿梭","和平区","1610336063","229","458","男",,"不往舟人","天津",,,"1821","：未开通"
"5366089284",,,,,"1610336064","82","462","男",,"一枝独秀77369","其他",,,"298","：未开通"
